dataset_name,size,knn,α_plus_β,α,β,known_labels,balanced,acc,prec,rec
iris,150,15,1,0.1,0.9,10.0,true,92.53333333333333,93.57570597606829,92.53333333333333
iris,150,15,1,0.1,0.9,17.5,true,96.13333333333334,96.3738308135999,96.13333333333333
iris,150,15,1,0.1,0.9,25.0,true,95.73333333333335,95.96296739477766,95.73333333333332
iris,150,15,1,0.1,0.9,32.5,true,96.8,97.00553727792725,96.8
iris,150,15,1,0.1,0.9,40.0,true,98.4,98.42007315746812,98.39999999999999
